Institution,Rue,Lieu,ZIP,Email,Tel
Institut Benjamin Constant (IBC) / Université de Lausanne,Bâtiment Unithèque,Lausanne,1015,leonard.burnand@unil.ch,+41 21 692 30 26
Institut de pharmacologie et de toxicologie de l'Université / Bibliothèque,"27, rue du Bugnon",Lausanne,1005,bibliotheque@ipharm.unil.ch,+41 21 692 53 50
Institut fédéral des hautes études en formation professionnelle - Bibliothèque,Avenue de Longemalle 1,Renens,1020,bibliotheque@iffp-suisse.ch,+41 21 621 82 42
Institut suisse pour l'étude de l'art,UNIL-Chamberonne / Anthropole,Lausanne,1015,isea@sik-isea.ch,+41 21 692 30 96
Institut universitaire de médecine sociale et préventive,"Route de la Corniche 10, Biopôle 2, Secteur Vennes-Bâtiment SV-A",Lausanne,1010,uddsp.iumsp@chuv.ch,+41 21 314 72 75
Institut universitaire de pathologie / Bibliothèque,Rue du Bugnon 25,Lausanne,1011,ipa.bibliotheque@chuv.ch,+41 21 314 70 82
Institut universitaire romand de santé au travail (IST) / Bibliothèque,Route de la Corniche 2,Epalinges,1066,aline.sager@chuv.ch,+41 21 314 74 96
"Montreux-Veytaux , Bibliothèque municipale de Montreux-Veytaux",Grand' Rue 92,Montreux,1820,bibliotheque@montreux.ch,+41 21 963 33 29
Musée cantonal de zoologie / Bibliothèque,Palais de Rumine / Place de la Riponne 6,Lausanne,1014,biblio.zoologie@vd.ch,+41 21 316 34 60
Musée historique de Lausanne / Bibliothèque,Place de la Cathédrale 4,Lausanne,1005,musee.historique@lausanne.ch,+41 21 315 41 01
"Musée monétaire cantonal, Lausanne / Bibliothèque",Palais de Rumine / Place de la Riponne 6,Lausanne,1014,musee.monetaire@vd.ch,+41 21 316 39 90
Musée romain d'Avenches / Bibliothèque,Av. Jomini 16,Avenches,1580,biblio.smra@vd.ch,+41 26 557 33 11
Musée suisse du Jeu / Bibliothèque,Rue du Château 11,La Tour-de-Peilz,1814,info@museedujeu.com,+41 21 977 23 00
Radio suisse romande (RSR) / Documentation écrite,"40, avenue du Temple",Lausanne,1010,docecrite@rsr.ch,+41 21 318 12 34
Schweizerisches Vitamininstitut,Route de la Corniche 1,Epalinges,1066,info@swissvitamin.ch,+41 21 653 26 50
Tribunal fédéral Lausanne / Bibliothèque,"29, avenue du Tribunal fédéral",Lausanne 14,1000,bibliothek@bger.ch,+41 21 318 94 38
WWF Global Photo Network / WWF International (World Wide Fund for Nature),Av. Mont-Blanc,Gland,1196,photodb@wwfint.org,+41 22 364 92 03
Abbaye de Saint-Maurice Bibliothèque,"11, avenue d'Agaune",Saint-Maurice,1890,biblio@stmaurice.ch,+41 24 486 04 04
Archives de l'Etat du Valais,Rue de Lausanne 45,Sion,1950,archives@admin.vs.ch,+41 27 606 46 00
Archives de l'Evêché de Sion,Rue de la Tour 12,Sion 2,1950,sabine.leyat@cath-vs.org,+41 27 329 18 18
Archives municipales de Sion,Rue de la Tour 14,Sion,1950,archives@sion.ch,+41 27 324 11 45
Berufsinformationszentrum,Schlossstrasse 30,Brig,3900,berufsberatung-brig@admin.vs.ch,+41 27 606 95 70
Bibliothek Linde St. Niklaus,Dorfstrasse 15,ST. NIKLAUS,3924,biblio.zaniglas@bluewin.ch,+41 27 956 36 00
Bibliothèque - CO Fully Saxon,Rue des sports 1,Fully,1926,bibliotheque@cofysa.educanet2.ch,+41 27 747 10 06
Bibliothèque communale de Champéry,Rue du Village 46,CHAMPERY,1874,bibliotheque@champery.ch,+41 24 479 10 18
Bibliothèque communale de Port-Valais,Centre scolaire la Bouverette,Bouveret,1897,biblio.bouveret@romandie.com,+41 24 481 28 20
Bibliothèque communale de Saint-Gingolph,Bâtiment scolaire / Rte des Rasses 4,ST-GINGOLPH,1898,nadine.monnet@bluewin.ch,+41 24 481 84 93
Bibliothèque communale de Savièse,Rte de Moréchon,SAVIESE,1965,bibliotheque.saviese@netplus.ch,+41 27 395 45 70
Bibliothèque communale de Vex,Route de Sion 10,VEX,1981,bibliovex@bluewin.ch,+41 27 207 51 11
Bibliothèque communale et scolaire de Leytron,"Par administration communale, Case postale 63",Leytron,1912,bibliotheque@ecoles-leytron.ch,+41 27 306 76 36
Bibliothèque communale et scolaire d'Ardon,Rue du Château,Ardon,1957,bibliotheque.ardon@netplus.ch,+41 27 305 10 60
Bibliothèque communale et scolaire d'Ayent,Route Champ de la Grange 3,Ayent,1966,biblio@ayent.ch,+41 27 398 50 43
Bibliothèque communale et scolaire d'Hérémence,Rue principale,HEREMENCE,1987,heremence@bibliovs.ch,+41 27 281 25 06
Bibliothèque communale et scolaire de Basse-Nendaz,Ecole primaire,BASSE-NENDAZ,1996,bibliotheque@nendaz.org,+41 27 288 13 45
Bibliothèque communale et scolaire de Chamoson,Rue St.-André 14,CHAMOSON,1955,bibliotheque@chamoson.net,+41 27 306 56 33
Bibliothèque communale et scolaire de Charrat,Centre scolaire,CHARRAT,1906,bibliotheque@charrat.ch,+41 27 746 11 52
Bibliothèque communale et scolaire de Collombey-Muraz,Route de Collombey-le-Grand 1,Collombey,1868,biblio@collombey-muraz.ch,+41 24 473 61 88
Bibliothèque communale et scolaire de Fully,Rue de l'Eglise 95,FULLY,1926,biblio@fully.ch,+41 27 747 11 44
Bibliothèque communale et scolaire de Grône,Bâtiment du Cycle d'orientation,GRONE,3979,bibliotheque@cogrone.ch,+41 27 459 22 54
Bibliothèque communale et scolaire de Riddes,Rue de Combremont 11,RIDDES,1908,biblioriddes@teltron.ch,+41 27 306 55 80
Bibliothèque communale et scolaire de Salvan,Le Carre 7,SALVAN,1922,bibliotheque@salvan.ch,+41 27 761 10 15
Bibliothèque communale et scolaire de Saxon,Nouvelle Avenue,SAXON,1907,bibliotheque@saxon.ch,+41 27 744 10 02
Bibliothèque communale et scolaire de Vionnaz,Rue du Collège 6,VIONNAZ,1895,bibliothque@vionnaz.ch,+41 24 481 30 97
Bibliothèque communale et scolaire Val d'Illiez,Route de Proz 6,VAL-D'ILLIEZ,1873,biblio.illiez@theswissmail.ch,+41 24 476 87 61
Bibliothèque Conthey,Rue Centrale 26,Conthey,1964,bibliotheque.conthey@netplus.ch,+41 79 222 27 57
Bibliothèque d'Anniviers,Centre scolaire,Vissoie,3961,bibliothèque@anniviers.org,+41 27 476 15 16
Bibliothèque de Bagnes,Route du Collège 17,Le Châble,1934,biblio@bagnes.ch,+41 27 777 11 19
Bibliothèque de Crans-Montana,Immeuble Scandia / Rue Centrale 7,CRANS-MONTANA,3963,biblio@cransmontana.ch,+41 27 481 72 73
Bibliothèque de l'Ecole supérieure domaine social Valais,Rue de Gravelone 5,Sion,1950,biblio.es-social@hevs.ch,+41 58 606 84 10
Bibliothèque de la Sainte-Famille Erde,Bâtiment du centre scolaire,Erde,1976,bibliotheque.stefamille@netplus.ch,+41 27 346 45 78
Bibliothèque de Martigny-Combe,Route de la Condémine 5,Martigny-Croix,1921,biblio@martigny-combe.ch,+41 27 722 33 11
Bibliothèque de Mont-Noble,La Place no. 4,Nax,1973,bibliotheque-mont-noble@netplus.ch,+41 27 203 14 19
Bibliothèque de St-Martin,Rue de l'Eglise 7,St-Martin,1969,biblio@saint-martin.ch,+41 79 461 19 17
Bibliothèque de Vétroz-Magnot,Route de l'Abbaye 42,VETROZ,1963,bibliotheque@vetroz.ch,+41 27 345 37 84
Bibliothèque du Cycle d'orientation des Collines,Chemin des Collines 27,SION,1950,collines@bibliovs.ch,+41 27 322 22 85
Bibliothèque du Lycée-collège des Creusets,Rue de Saint-Guérin 34,SION,1950,bibliotheque@creusets.net,+41 27 606 78 60
Bibliothèque interculturelle l'Ardoise,Rue de Loèche 1,SION,1950,frederic.moix@admin.vs.ch,+41 27 606 18 60
Bibliothèque-Ludothèque d'Evolène,"Centre scolaire d'Evolène, Rue Centrale 109",Evolène,1983,bibludo.evolene@bluewin.ch,+41 79 280 93 05
Bibliothèque / Médiathèque Grimisuat,Rue de Coméraz 43,Grimisuat,1971,bibliogrimi@tvs2net.ch,+41 27 399 18 85
Bibliothèque-Médiathèque Sierre (BMS),Notre-Dame des Marais 5,Sierre,3960,biblio.bms@sierre.ch,+41 27 452 02 60
Bibliothèque municipale et scolaire,Rue des Ecoles,Orsières,1937,biblio.orsieres@dransnet.ch,+41 27 782 62 85
Bibliothèque municipale et scolaire de Vouvry,Grand-Rue 23,VOUVRY,1896,bibliovouvry1@bluewin.ch,+41 24 481 66 35
Bibliothèque scolaire de Crans-Montana,Centre scolaire de Crans-Montana / Rte des Sommets de Crans 25 CP 102,CRANS-MONTANA,3963,biblio-montana@tvs2net.ch,+41 27 481 10 05
Bibliothèque scolaire de Montana-Village,Centre scolaire de Montana Village,MONTANA-VILLAGE,3962,ecole.montana-village@netplus.ch,+41 27 481 49 21
Bibliothèque scolaire et communale de Saillon,Chem. des Ecoliers 111,Saillon,1913,bibliotheque@saillon.ch,+41 27 744 38 46
Bibliothèque UNIL-UNIGE Sion,Chemin de l'Institut 18,Bramois,1967,biblio.sion@unil.ch,+41 27 205 73 13
Centre de documentation le crepa / Centre Régional d'Etudes des Populations Alpines,Rue Saint-Honoré 14,Sembrancher,1933,jean-charles.fellay@crepa.ch,+41 27 785 22 20
"Cycle d'Orientation d'Octodure, Bibliothèque",Rue du Simplon 1,Martigny,1920,biblio@comartigny.ch,+41 27 722 23 13
Cycle d'Orientation de Saint-Guérin / Bibliothèque,Petit-Chasseur 43,Sion,1950,mediatheque@cosg.ch,+41 27 324 13 23
"ECCG-EPP, Médiathèque",Ch. des Collines 50,SION,1950,mediatheque.ecsion@eduvs.ch,+41 27 324 13 40
Étoile Sonore,Chemin du Monastère 6,Collombey,1868,info@etoilesonore.ch,+41 24 471 82 10
FIESCH Regionalbibliothek,Präfektenhaus,Fiesch,3984,bibliothek@gemeinde-fiesch.ch,+41 27 971 00 70
Forschungsinstitut zur Geschichte des Alpenraums,Alte Simplonstrasse 28,Brig,3900,fga@stockalperstiftung.ch,+41 27 923 04 07
Gemeinde Bibliothek Zermatt,Bahnhofstrasse 92,Zermatt,3920,gemeindebibliothek@zermatt.ch,+41 27 967 57 00
Gemeindebibliothek,Belalpstrasse 10,Naters,3904,gemeindebibliothek@naters.ch,+41 27 922 75 94
"HES-SO Valais-Wallis, Ecole de design et haute école d'art du Valais (EDHEA) \ Bibliothèque",Route de la Bonne-Eau 16,Sierre,3960,biblio-edhea@hevs.ch,+41 58 606 88 90
"HES-SO Valais, Médiathèque santé",Chemin de l'Agasse 5,Sion,1950,biblio.sante@hevs.ch,+41 27 606 84 10
"HES-SO Valais Médiathèque Sociale, Gestion & Tourisme",Rte de la Plaine 2,Sierre,3960,biblio.sierre@hevs.ch,+41 27 606 89 27
"HES-SO Valais/Wallis, Mediathek Physiotherapie",Rathausstrasse 8,Leukerbad,3954,Biblio.gesundheit@hevs.ch,+41 27 607 91 00
HES-SO Valais-Wallis Médiathèque Haute école d'ingénierie,Route du Rawyl 47,Sion 2,1950,biblio@hevs.ch,+41 27 606 85 80
HES-SO Wallis Mediathek Pflege,Pflanzettastrasse 6,Visp,3930,biblio.gesundheit@hevs.ch,+41 27 604 28 01
Lötschentaler Museum,Museumsweg 1,Kippel,3917,info@loetschentalermuseum.ch,+41 27 939 18 71
Lonza AG Bibliothek,Rottenstrasse 6,Visp,3930,library.visp@lonza.com,+41 27 948 53 02
Mediathek Visp,Baumgärten Wichelgasse 16,Visp,3930,bibliothek@visp.ch,+41 27 948 99 85
Mediathek Wallis Brig,Schlossstr. 30,Brig-Glis,3900,mediathek-wallis-brig@admin.vs.ch,+41 27 607 15 00
Médiathèque de Monthey,Avenue du Théâtre 2,Monthey,1870,mediatheque@monthey.ch,+41 24 475 75 60
Médiathèqe Valais - Martigny,Av. de la Gare 15,Martigny,1920,mediatheque-valais-martigny@admin.vs.ch,+41 27 607 15 40
Médiathèque Valais - Sion,Rue de Lausanne 45,Sion,1950,mediatheque-valais-sion@admin.vs.ch,+41 27 606 45 50
Médiathèque Valais Saint-Maurice,"Bâtiment St-Augustin, Av. du Simplon 6",St-Maurice,1890,mediatheque-valais-stmaurice@admin.vs.ch,+41 24 486 11 80
Mt MARTIGNY CO Ste-Jeanne-Antide Bibliothèque,Bibliothèque scolaire / Rue du Simplon 10,MARTIGNY,1920,bibliosja@mycable.ch,+41 27 722 22 88
Point-Lecture de Finhaut,Route du Village 54,Finhaut,1925,commune@finhaut.ch,+41 27 768 12 10
Point lecture de Vérossaz,Rue de l'école 10,VEROSSAZ,1891,albi.daves@bluewin.ch,+41 79 390 81 08
Point lecture de Vollèges,Ecole enfantine,VOLLEGES,1941,ptlecturevolleges@yahoo.fr,+41 27 785 25 31
Regionalbibliothek Obergoms,Furkastr. 109,Münster,3985,bibliothek.obergoms@bluewin.ch,+41 27 973 26 25
Walliser Kantonsmuseen - Bibliothek,rue des châteaux 14,Sitten,1950,ursula.gasser-crettenand@admin.vs.ch,+41 27 606 46 70
Bibliothek Baar,Rathausstrasse 4,Baar,6340,bibliothek@baar.ch,+41 41 769 01 60
Bibliothek Zug,St.-Oswalds-Gasse 21,Zug,6301,bibliothek@stadtzug.ch,+41 58 728 95 00
Bürgerarchiv Zug,"Rathaus, Fischmarkt",Zug,6300,info@buergergemeinde-zug.ch,+41 41 725 37 50
Burg Zug,Kirchenstrasse 11,Zug,6300,info@burgzug.ch,+41 41 728 29 70
Didaktisches Zentrum des Kantons Zug,Hofstrasse 15,Zug,6300,bibliothek.dz@zg.ch,+41 41 728 29 30
Fachstelle BKM Bildung-Katechese-Medien Baar,Landhausstrasse 15,Baar,6340,bkm@zg.kath.ch,+41 41 767 71 30
Kantonales Museum für Urgeschichte,Hofstrasse 15,Zug,6300,info.urgeschichte@dbk.zg.ch,+41 41 728 28 80
"Kantonsschule Menzingen KSM, Mediathek",Seminarstrasse 12,Menzingen,6313,mediathek@ksmenzingen.ch,+41 41 728 16 50
Medela AG,Lättichstrasse 4b,Baar,6340,martin.elbel@medela.com,+41 41 562 11 11
"Pädagogische Hochschule Zug, Mediothek",Zugerbergstrasse 3,Zug,6300,mediothek@phzg.ch,+41 41 727 13 10
Schweizerische Bauernhausforschung,Hofstrasse 15,Zug,6300,benno.furrer@zg.ch,+41 41 728 28 76
Stadtarchiv Zug,St.-Oswalds-Gasse 21,Zug,6301,stadtarchiv@stadtzug.ch,+41 41 728 22 88
Aids-Informationsstelle Winterthur,Technikumstrasse 84,Winterthur,8401,info@aidsinfo.ch,+41 52 212 81 41
Alte und Seltene Drucke der ETH-Bibliothek,Rämistrasse 101,Zürich,8092,rara@library.ethz.ch,+41 44 632 93 07
Anthropologisches Institut und Museum / Universität Zürich / Bibliothek,Winterthurerstrasse 190,Zürich,8057,biblio@aim.uzh.ch,+41 44 635 54 15
Archiv für Medizingeschichte der Universität Zürich,Winterthurerstrasse 30,Zürich,8006,gudrun.kling@uzh.ch,+41 41 634 20 15
"Archiv für Zeitgeschichte, ETH Zürich",Hirschengraben 62,Zürich,8001,afz@history.gess.ethz.ch,+41 44 632 40 03
Archiv Pfarrei St. Mauritius Regensdorf,Röm.-kath. Pfarramt St. Mauritius / Sekretariat / Schulstrasse 112,Regensdorf,8105,sekretariat@st-mauritius.ch,+41 43 388 70 20
Archiv röm.-kath. Kirchgemeinde Regensdorf,Röm.-kath. Pfarramt / Sekretariat / Schulstrasse 112,Regensdorf,8105,sekretariat@st-mauritius.ch,+41 43 388 70 20
"Asien-Orient-Institut der Universität Zürich, Bibliothek",Rämistrasse 59,Zürich,8001,ausleihtheke@aoi.uzh.ch,+41 44 634 20 72
Baubibliothek ETHZ,ETH Hönggerberg,Zürich,8093,baubib@library.ethz.ch,+41 44 633 29 06
"Baudirektion Kanton Zürich, ARV / Kantonale Denkmalpflege / Bibliothek",Stettbachstrasse 7,Dübendorf,8600,are.denkmalpflege@bd.zh.ch,+41 43 259 69 00
"Berufsinformationszentren Kanton Zürich, biz, Infothek (Standorte: Horgen, Kloten, Meilen, Oerlikon, Urdorf, Uster und Winterthur)",Dörflistrasse 120,Zürich,8050,biz.medien@ajb.zh.ch,+41 43 259 97 50
Bezirksgericht Zürich Hauptbibliothek,Badenerstrasse 90,Zürich,8004,hauptbibliothek.zuerich@gerichte-zh.ch,+41 44 248 22 39
Bibliothek der Botanischen Institute der Universität Zürich,Zollikerstrasse 107,Zürich,8008,biblbot@systbot.uzh.ch,+41 44 634 84 14
Bibliothek der Entomologischen Sammlung der ETH Zürich,Weinbergstrasse 56/58,Zürich,8092,entomological.collection@usys.ethz.ch,+41 44 633 88 25
Bibliothek der evangelisch-reformierten Landeskirche,Hirschengraben 50,Zürich,8001,bibliothek@zh.ref.ch,+41 44 258 92 73
Bibliothek der Gesundheitsdirektion Kanton Zürich,Stampfenbachstrasse 30,Zürich,8090,rechtsabteilung@gd.zh.ch,+41 43 259 24 21
Bibliothek der Sukkulenten-Sammlung Zürich | Grün Stadt Zürich,Mythenquai 88,Zürich,8002,sukkulenten@zuerich.ch,+41 44 412 12 80
"Bibliothek des Instituts für Musikwissenschaft, Uni Zürich",Florhofgasse 11,Zürich,8001,oscar.gillieron@mwi.uzh.ch,+41 44 634 47 66
Bibliothek Egg,Dorfstrasse 4,Egg b. Zürich,8132,bibliothek@egg.ch,+41 43 277 12 40
Bibliothek Erdwissenschaften,Sonneggstrasse 5,Zürich,8092,erdw@library.ethz.ch,+41 44 632 25 60
"Bibliothek Ethnologie, ISEK Universität Zürich",Andreasstrasse 15,Zürich,8050,ethno-library@isek.uzh.ch,+41 44 635 22 36
Bibliothek für Betriebswirtschaft (BFB) / am Institut für Betriebswirtschaftslehre (BFB) der Universität Zürich,Plattenstrasse 14,Zürich,8032,bfb@business.uzh.ch,+41 44 634 29 78
Bibliothek Interkantonale Hochschule für Heilpädagogik / HfH-Bibliothek,Schaffhauserstrasse 239,Zürich,8050,bibliothek@hfh.ch,+41 44 317 11 31
Bibliothek Männedorf,Haldenstrasse 60,Männedorf,8708,bibliothek@maennedorf.ch,+41 44 920 22 48
Bibliothek Rüti Dürnten,Spitalstrasse 6,Rüti,8630,bibliothek@rueti.ch,+41 55 536 15 65
Bibliothek Schlag,Geissbergweg 10,Zürich,8001,bibliothek.schlag@zb.uzh.ch,+41 44 268 31 00
Bibliothek Seuzach,Strehlgasse 7,Seuzach,8472,bibliothek@seuzach.ch,+41 52 320 41 41
Bibliothek Uetikon am See,Bergstrasse 105,Uetikon am See,8707,bibliothek@uetikonamsee.ch,+41 44 922 71 81
Bibliothek Uitikon,Schwerzgruebstrasse 3,Uitikon Waldegg,8142,bibliothek@uitikon.org,+41 44 200 15 36
Bibliothek Wetzikon,Kirchgasse 4,Wetzikon,8620,bibliothek@wetzikon.ch,+41 44 931 23 70
Bibliothek zur Gleichstellung,Stadthausquai 17,Zürich,8001,gleichstellung@zuerich.ch,+41 44 412 48 68
Bildarchiv der ETH-Bibliothek,Rämistrasse 101,Zürich,8092,bildarchiv@library.ethz.ch,+41 44 632 07 97
BWI-Bibliothek ETHZ,Zürichbergstrasse 18,Zürich,8028,bwibib@library.ethz.ch,+41 44 632 05 01
C.G. Jung-Institut Zürich / Bibliothek,Hornweg 28,Küsnacht ZH,8700,cg@junginstitut.ch,+41 44 914 10 51
Cinémathèque suisse - Dokumentationsstelle Zürich,Neugasse 10,Zürich,8005,cszh@cinematheque.ch,+41 58 800 02 00
Deutsches Seminar der Universität Zürich / Bibliothek,Schönberggasse 9,Zürich,8001,Bibliothek@ds.uzh.ch,+41 44 634 25 55
Docu Media Schweiz GmbH / Schweizer Baudokumentation,Bahnhofstrasse 24,Rüschlikon,8803,baudoc@baudoc.ch,+41 44 724 77 77
Dokumentation und Archive (D+A) Schweizer Radio und Fernsehen SRF,Fernsehstrasse 1-4,Zürich,8052,archiv@srf.ch,+41 44 305 52 44
economiesuisse / Verband der Schweizer Unternehmen / Bibliothek und Dokumentation,Hegibachstrasse 47,Zürich,8032,info@economiesuisse.ch,+41 44 421 35 35
Englisches Seminar der Universität Zürich / Bibliothek,Plattenstrasse 47,Zürich,8032,library@es.uzh.ch,+41 44 634 35 51
"ETH-Bibliothek / (Hauptbibliothek der ETHZ, Eidgenössische Technische Hochschule Zürich)",Rämistrasse 101,Zürich,8092,info@library.ethz.ch,+41 44 632 21 35
Europa Institut an der Universität Zürich (EIZ) - Bibliothek,Hirschengraben 56,Zürich,8001,eiz@eiz.uzh.ch,+41 44 634 48 91
European Mathematical Society Publishing House,ETH-Zentrum SEW A21,Zürich,8092,hintermann@ems-ph.org,+41 61 481 24 72
Evangelische Fernbibliothek,Guyer-Zeller-Str. 6,Wetzikon,8620,efb@fernbibliothek.ch,+41 76 686 87 30
Fachbibliothek für Religionspädagogik,Hirschengraben 66,Zürich,8001,bibliothek@religionspaedagogikZH.ch,+41 44 266 12 88
Fliegerärztliches Institut / Bibliothek,Bettlistrasse 16,Dübendorf,8600,infoamc@vtg.admin.ch,+41 44 823 25 19
"focusTerra - Earth & Science Discovery Center, ETH Zürich","ETH Zürich, Sonneggstr. 5",Zürich,8092,info_focusterra@erdw.ethz.ch,+41 44 632 62 81
Forschungsbibliothek Jakob Jud,Zürichbergstrasse 8,Zürich,8032,filippon@rom.uzh.ch,+41 44 634 36 25
Forschungsbibliothek Pestalozzianum,Lagerstrasse 2,Zürich,8090,forschungsbibliothek-zsg@phzh.ch,+41 43 305 57 77
Fotomuseum Winterthur,Grüzenstrasse 44 + 45,Winterthur,8400,fotomuseum@fotomuseum.ch,+41 52 234 10 60
Gemeinde- und Schulbibliothek Dietlikon,Schulgasse 2,Dietlikon,8305,biblio.dietlikon@glattnet.ch,+41 44 833 15 45
Gemeinde- und Schulbibliothek Ottenbach,Affolternstrasse 5,Ottenbach,8913,bibliothek.ottenbach@hispeed.ch,+41 44 761 10 34
Gemeinde- und Schulbibliothek Rifferswil,Jonenbachstrasse 1,Rifferswil,8911,bibliothek.rifferswil@greenmail.ch,+41 44 764 11 14
Gemeinde- und Schulbibliothek Stäfa,Schulanlage Obstgarten / Tränkebachstrasse 35,Stäfa,8712,bibliothek@lesegesellschaft.ch,+41 44 926 43 76
Gemeindebibliothek Rosengarten Thalwil,Freiestrasse 32,Thalwil,8800,bibliothek.thalwil@swissonline.ch,+41 44 720 99 29
Geographisches Institut / Universität Zürich-Irchel / Bibliothek / 25 K,Winterthurerstrasse 190,Zürich,8057,geobib@geo.uzh.ch,+41 44 635 51 15
GESS-Bibliothek,Haldeneggsteig 4,Zürich,8092,gessbib@library.ethz.ch,+41 44 632 74 80
Graphische Sammlung ETH Zürich Bibliothek,Rämistrasse 101,Zürich,8092,info@gs.ethz.ch,+41 44 632 40 46
"Grün Stadt Zürich, Bibliothek",Beatenplatz 2,Zürich,8001,gsz-info@zuerich.ch,+41 44 412 27 68
Grüne Bibliothek,Universitätstr. 16,Zürich,8092,gruene_bibliothek@library.ethz.ch,+41 44 632 85 78
gta Archiv / NSL-Archiv,Stefano-Franscini-Platz 5,Zürich,8093,benutzung@gta.arch.ethz.ch,+41 44 633 29 08
Historisches Seminar der Universität Bibliothek,Karl-Schmid-Strasse 4,Zürich,8006,hsbib@hist.uzh.ch,+41 44 634 38 80
"Hochschularchiv der ETH Zürich, ETH-Bibliothek",Rämistrasse 101,Zürich,8092,archiv@library.ethz.ch,+41 44 632 07 04
Infodoc RADIX / Dokumentation,Pfingstweidstrasse 10,Zürich,8005,morosoli@radix.ch,+41 44 360 41 00
Informatikbibliothek ETH,Haldeneggsteig 4 / IFW B35,Zürich,8092,library@inf.ethz.ch,+41 44 632 72 07
"Informationszentrum Chemie | Biologie | Pharmazie, ETH Zürich",Vladimir-Prelog Weg 10,Zürich,8093,infodesk@chem.ethz.ch,+41 44 632 30 66
Institut für Baustoffe / Holzbasierte Materialien,Stefano-Franscini-Platz 3,Zürich,8093,ifbsek@ifb.baug.ethz.ch,+41 44 632 32 26
Institut für Energietechnik / Laboratorium für Aerothermochemie und Verbrennungssysteme / Bibliothek,Sonneggstrasse 3,Zürich,8092,blatter@lav.mavt.ethz.ch,+41 44 632 36 68
Institut für Geschichte und Theorie der Architektur (gta) - Digitale Diathek,Stefano-Franscini-Platz 5,Zürich,8093,info@digitale-diathek.net,+41 44 633 29 30
"Institut für Kartografie und Geoinformation, ETHZ",Stefano-Franscini-Platz 5,Zürich,8093,sekarto@ethz.ch,+41 44 633 30 33
Institut für Kommunikationswissenschaft und Medienforschung (IKMZ),Andreasstrasse 15,Zürich,8050,bibliothek@ikmz.uzh.ch,+41 44 634 46 63
Institut für Politikwissenschaft der Universität Zürich / Bibliothek,Seilergraben 53,Zürich,8001,bibliothek@ipz.uzh.ch,+41 44 634 41 40
Institut für Populäre Kulturen der Universität Zürich / Abt. Populäre Literaturen und Medien / Bibliothek,Affolternstrasse 56,Zürich,8050,bibliothek@ipk.uzh.ch,+41 44 634 24 33
Institut G2W,Birmensdorferstr. 52,Zürich,8036,g2w.sui@bluewin.ch,+41 44 342 18 19
Jesuitenbibliothek Zürich,Hirschengraben 74,Zürich,8001,info@jesuitenbibliothek.ch,+41 44 266 21 18
Johann-Jacobs-Museum / Bibliothek,Seefeldquai 17,Zürich,8034,team@johann-jacobs-museum.ch,+41 44 388 61 51
Kantonsschule Büelrain Mediothek,Rosenstrasse 1,Winterthur,8400,mediothek@kbw.ch,+41 52 260 03 34
Kantonsschule Zürcher Oberland / Mediothek,Bühlstrasse 36,Wetzikon ZH,8620,mediothek@kzo.ch,+41 44 933 08 47
Karten der ETH-Bibliothek,Rämistrasse 101,Zürich,8092,karten@library.ethz.ch,+41 44 632 93 07
Kunsthaus Zürich Bibliothek,Rämistrasse 45,Zürich,8001,bibliothek@kunsthaus.ch,+41 44 253 85 31
"Kunsthaus Zürich, Grafische Sammlung",Rämistrasse 45,Zürich,8001,grafischesammlung@kunsthaus.ch,+41 44 253 84 84
"Lib4RI: Eawag-Empa / Library for the Research Institutes within the ETH Domain: Eawag, Empa, PSI & WSL",Ueberlandstrasse 133,Dübendorf,8600,info@lib4ri.ch,+41 58 765 57 00
"Lib4RI: WSL / Library for the Research Institutes within the ETH Domain: Eawag, Empa, PSI & WSL",Zürcherstrasse 111,Birmensdorf ZH,8903,info@lib4ri.ch,+41 58 765 57 00
Mathematik-Bibliothek ETH Zürich,Rämistrasse 101,Zürich,8092,mathbib@math.ethz.ch,+41 44 632 34 01
Mathematisches Institut der Universität Zürich-Irchel,Winterthurerstrasse 190,Zürich,8057,bibliothek@math.uzh.ch,+41 44 635 58 41
Max Frisch-Archiv an der ETH-Bibliothek,Rämistrasse 101,Zürich,8092,mfa@library.ethz.ch,+41 44 632 40 35
Mediathek Wallisellen,Bahnhofplatz 2,Wallisellen,8304,bibliothek@schule.wallisellen.ch,+41 44 877 64 99
Mediothek der Kantonsschule Uster,Krämerackerstrasse 11,Uster,8610,mediothek@ksuster.ch,+41 43 444 27 08
Mediothek Niederhasli,Spitzstrasse 20,Niederhasli,8155,info@mediothek-niederhasli.ch,+41 44 850 22 31
Mediothek Kantonsschule Zimmerberg,Steinacherstrasse 101,Au ZH,8804,mediothek@kszi.ch,+41 44 783 11 26
Migros-Genossenschafts-Bund / Dokumentation Bild Text Ton (Historisches Firmenarchiv),Limmatstrasse 152,Zürich,8031,dokumentation@mgb.ch,+41 44 277 21 62
Mittellateinisches Seminar / Bibliothek,Rämistr. 68 \ RAG,Zürich,8001,turicense@gmail.com,+41 44 634 38 47
Münzkabinett und Antikensammlung der Stadt Winterthur,"Villa Bühler, Lindstrasse 8",Winterthur,8400,muenzkabinett@win.ch,+41 52 267 51 46
Museum für Gestaltung / Sammlungen,Toni-Areal / Pfingstweidstrasse 96,Zürich,8031,sammlungen@museum-gestaltung.ch,+41 43 446 66 77
Museum Rietberg Zürich,Gablerstrasse 15,Zürich,8002,museum.rietberg@zuerich.ch,+41 44 415 31 31
